sentence,sentiment,Date
Wawaa,2,2024-07-21
dekh lyyyyy..,2,2024-07-21
WOi baat nawTum krO tOu tumhara hAQHum kren tOu WTF .... :3,2,2024-09-01
 tusi kro sui asiii daiye ty UII AMMI G UUI,2,2024-11-15
Ye tOu matCh se pehly e Celebrate krny lg gaye thy ,2,2024-12-20
okatless,2,2024-08-04
In Pakistan,2,2024-07-08
Oyeeee khog,2,2025-02-03
Hahaha,2,2024-07-02
bkul ap ki trha,2,2024-08-22
and what about lahore wale?,2,2024-12-07
 ryt,2,2024-09-04
Hhhhh,2,2024-03-26
Karachi wale mamu banen ge ,2,2024-11-17
:D,2,2025-02-01
hello g ,2,2024-01-14
Ji farmaye :p,2,2024-10-17
      ..          ...,2,2024-05-25
Hello ji,2,2024-11-29
Hahahahahahhahaahabah,2,2024-09-14
Lolx,2,2024-11-26
shukr har gai ,2,2024-07-23
Better than...Lahore QalandersWho can't even reached for playoffs,2,2024-07-06
#Nahin_hai_nasheman_tera_cricket_k_medaanon_men ....#Tu_bhaiyya_hai_basera_kr_Gutkai_ki_dukanon_men ...  ooopS,2,2024-06-03
Nd syed,2,2025-02-09
just look.. who's posting this shit?,2,2024-09-22
Lol lahore ki tarha tu nh kara har round me bhar ,2,2024-04-01
Hahaha hlt dakho karachi ko bol rhy ho thmry 7 kya hua hy,2,2024-10-15
Mjy to dr hy ky nxt time rana fawad team hi nhe pick kry ga,2,2024-02-04
Hahaha Wasted Innings,2,2024-01-27
>_<,2,2024-08-08
Hahaja,2,2024-01-07
ingram ko bhejte to,2,2025-03-20
Yhe tw Hai wo apna pan :p,2,2024-04-06
      ..          ...,2,2024-12-02
Hahahahahah,2,2024-12-18
lahore qalander full team is busy in drying the ground,2,2025-02-13
LahorioOoon ab yehi reh gya h ,2,2025-02-13
"Exactly, un ki to ghulami accept krky bethy huy hen sary ",2,2025-01-27
"haan,,, :/",2,2024-02-21
Our PSL is end with LQ.,2,2024-04-26
aor ik run ni bna huta ensy ,2,2024-05-08
Hahaha,2,2024-01-06
Hahahahha IN SHA ALLAH karachi Ko jetaye gy kal ,2,2024-08-02
lol,2,2024-11-02
Hahaha,2,2024-07-21
So Nic,2,2024-05-06
Lahore at its best,2,2024-03-12
No doubt,2,2025-01-22
Sae toh keh raha hai.,2,2024-07-27
ap.ki traf aya talha apne btya ni,2,2024-10-29
hmmmmm,2,2024-03-01
bhy ye tu tere ilaqe mn ghusa tha ,2,2024-09-15
Welcome dear Pakistan,2,2024-12-21
Tujhay bari khushi hoti h jab karachi harta h,2,2024-05-10
Hhhhhhhhh,2,2025-01-16
Ary aisi team lia kr jo sami fainal m pohnchy,2,2024-04-05
Bus beta rhna dy tu dua kr kal  haydrabad tha warna tara tou wo 4 5 hzr ly jata,2,2024-05-29
Ary in jaiso ko m jaib m dal kr ghumta hn,2,2025-01-20
Kl k match m aja,2,2025-02-03
Tu to yhin tha tu ly kr lga leta,2,2025-01-23
Ary tu km bola kr bhai,2,2024-02-19
Tu r saqlain bchy ho,2,2024-04-30
Han tow tu 55 sal ka hai,2,2024-10-25
Saqlain bhaiya zid m nh krta tera dost kr rha h faroqe h tery upr naz kr rha h,2,2024-04-12
phr kal tayer rhna bus,2,2024-10-18
bhi tayer hai tu tayer rhna bus ab,2,2025-01-27
Bhai baat ya h tuna kaha saqlain bacha hai mena tuje kuch nh kaha tha aver asi baat h to ap ka jb dil kary match sa aik din pehla btta dna,2,2024-01-11
Saqlain atna murs kahn sy ay ye,2,2024-12-23
Apni jaib m ho tb bat kia kr,2,2024-10-11
Zalmi p,2,2024-05-13
Aik din pehly bta rha hn murs farooqe,2,2024-05-05
mamu bhi hazir hai,2,2024-07-08
Khn h aj zalmi p aja lga ly,2,2025-01-29
Murs farooqe khn gi teri mursi,2,2024-08-30
03004328290 y mera num h jb dil kry lgany k call kr dena,2,2025-03-15
Han murs khn h aja,2,2024-11-24
Han murs khn gy,2,2024-07-24
Khn gy murs,2,2025-01-23
Daikh ly,2,2025-03-09
Hath lga k daikty beta 2no jany dua kr rkhi nh naseeb thy waisy bi murs rkhty,2,2025-03-17
behs karna fazol hai number da dia h tuje shrt ka jo asalo hoga us hisb sa lag ge q ka Aus ka agay bangli koi nhe la ga side side me sawi dadi jo jahn phasey,2,2024-06-03
karchi vs peshwr,2,2024-05-20
Han aj peshawer ly rhq hn,2,2024-02-16
La va nh rh ajao sawi dadi wali baat karo number da dia h,2,2024-02-23
Jaisa khud waisi team hahaha,2,2024-01-09
Ye baat ,2,2024-06-04
Tum logo ki itni oqat b ni thi afsosatleast we have a chance but you  lahori khotyy,2,2024-04-29
Only 12 overs ma chase kiya Itnniii zaleeel tu nai hoi lahoreWe draft from PSL with shanu shukat,2,2024-10-11
Ahooo... 3 matches jeet k itna zaleel koi zindagii m ni hoa hoga.. Tum match ki bat krty. ,2,2024-09-15
Jalnay ki boo a rhiii,2,2025-02-02
Insan hain Alhamdulilah ,2,2024-01-03
Insan nai gutkaaa ,2,2024-07-17
Hahah ri8,2,2025-02-26
Tum nay daikha tha?,2,2024-12-30
Nahi....awazein suni thi :D,2,2024-08-26
I watched really enjoyed it,2,2024-02-06
Wah....final dekhenge in sha ALLAH,2,2024-03-14
Playoff nai daikhnay kya?,2,2025-03-19
playoffs bhi dekhenge In sha ALLAH :D,2,2024-04-17
Gladiators ..... or sammy ko :D,2,2024-08-31
Yahh karachi i hate khair bhaie hm toh chill h tm jeeto ya haro suno hmey tmsey pyar h bs yehi kehna h we luv u lahore ,2,2024-08-08
Loser..More losers...Than come Lahore qalnadars,2,2024-07-31
Jo karachi sy jly wo zra side main chly,2,2024-08-21
Hr bt kutty wali hoti hy lahore qalandrs ky 7 agr apni izt pyari hy to nxt years psl main lahore ki team ka bicokt krdo lahorieeooo,2,2024-02-17
Aesa b na jesa Lahore k sath hua hy ,2,2024-12-29
Hahahha,2,2025-01-29
Haan,2,2024-07-18
Ok,2,2024-09-11
Right,2,2024-11-11
Lolx,2,2024-04-23
Hosla rkhO abhi Koi bahir nahi HOA h ,2,2024-11-30
Sahi kaha hai ... ,2,2025-01-08
I think galat hy,2,2024-10-03
Jo bnda karkardgi dikha rha ho usi ko agy lana chahiey age ko ni dekhna chahiey,2,2024-02-13
Bhai perform kar raha hy to ana chahoye,2,2024-04-01
Karachi and peshawar coming in final,2,2024-02-26
Haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,2,2024-04-22
 dil ki tasalli k liye ye khyal b sahi h,2,2025-02-28
But next time plz umar akmal.ko nhi rkhna team mai,2,2024-08-29
Done,2,2024-09-16
thanks,2,2025-02-10
In Sha ALLAH next trophy.hamari,2,2025-01-15
Inshaaaa Allah nxt time we will more powerful team,2,2024-07-01
In Sha Allah jeeto gay,2,2024-11-27
Congratulations,2,2024-12-25
Yes bro...,2,2024-10-01
       ....,2,2024-07-07
Ab to consecutive 3 wins ho gai hain,2,2025-02-13
Right umar akmal ko koi mohallay ki team main na rakhay yaar jhootay maray is besharam ko itna experience hone ke bawjood tujy aqal nahi hai is ne aise hi bohat se international match bhi harwaye hain Pakistan koWe hope Best For Next Addition Qalandars,2,2024-07-18
Being a Rajpoot we are along with you.,2,2025-02-12
Being a Rajpoot i also support Rana fawad sb,2,2024-03-22
Massage kisko karni ha? Fake LQ page,2,2025-02-14
inshallah,2,2024-07-15
InshAllah par umer akmal.na ho team ma psl 4,2,2024-09-03
Go with umer akmal as opner and allow him to bat aggesively without any tips,2,2024-04-25
Inshallah,2,2024-10-28
We r with u and rana fawad,2,2024-12-31
Give bilal asif a chance,2,2024-03-09
Very bad ,2,2025-03-18
Itni boring league h total matches one side,2,2025-01-01
Umar akmal ko nhi dalna team mai,2,2025-02-11
Plz Umer Akmal bring back,2,2024-08-28
Give a chance to Bilal Asif,2,2024-09-28
Gud team gud combination nd lhr will win inshaAllah,2,2024-03-19
Gud luck lhr team,2,2024-10-11
Ragr den ni rgr dia queeta Ko .,2,2024-09-29
salman irshad ko chance 2,2,2024-03-16
Ok,2,2024-12-13
Bilkul,2,2024-02-25
Well done lahore qalandars,2,2024-09-01
Next year we will be more stronger,2,2025-03-24
Inshaaaaa Allah,2,2024-05-25
Lakh di lant umpiring ty,2,2024-07-17
Grear,2,2025-03-01
Match enjoy karo dear apni league hai next year sahi .....,2,2024-05-20
AllhamduiAllah ,2,2024-05-06
Iam in karachi but fan of rana sahab lahore qalander is my team,2,2024-04-10
Lahore Lahore hai,2,2024-03-25
Umer akmal ko aglay saal mat khelna okk .,2,2024-05-27
Umpire n bgairti krdi,2,2024-02-08
Koi bgairti nai howi,2,2024-03-20
Gulraiz ko khalna he nai chahye tha,2,2024-04-07
Mr. Fawad Change your White Elephants as soon as possiable other wise....,2,2024-01-29
Change logo and name,2,2024-10-26
Ri8,2,2024-05-25
And we won ,2,2024-05-09
Terrific*,2,2024-10-18
Tmharay jazbay ko salam bhai,2,2025-02-27
Never give up!We are still supporting yoi,2,2024-09-28
You*,2,2025-03-03
Lahore. Lahore ha jety ya hary koi bat ni,2,2024-08-15
Hmm,2,2024-02-05
Plz lahore ka name or logo change kro,2,2024-10-09
You suggest something,2,2024-03-26
Lahori swords,2,2025-02-27
Lahori swords and logo me sword use krlo,2,2024-06-30
Lahore lions b thk.he,2,2024-01-06
Lahore lions rakho please,2,2024-08-13
Logo ko dyan sy daikho logice he wicket uri hoi he,2,2024-10-04
Geo ka logo jab tak tab tak muskil ha jetna,2,2024-11-07
Name b change hona chia,2,2024-08-22
Jb tk geo ka logo hau kbhi bhi nhi jeety gi,2,2025-03-02
Mccullum should ask tailenders to bat first and ask his batsman including himself to bowl....and maybe ask yasir shah to keep.lets just try being blunders than being qalandars. Might do something that would entertain ppl than anything,2,2024-02-15
Umer ko khelna chahye tha,2,2024-03-26
hahaha tek dy traa zweyaa mong bai tapos kaww.,2,2024-09-24
Hhhh Wo kna yra,2,2024-03-21
Gud,2,2025-03-09
No change,2,2024-05-10
Ok,2,2024-06-02
Can you buy Joe Root or Chris Lynn for next matches?,2,2024-04-08
Chris lynn is injured otherwise he is already part of our team,2,2024-04-30
We will come back stronger next year keep supporting,2,2024-09-03
Sohail akhtar ki jagah umar akmal,2,2024-06-03
Done,2,2024-04-29
Shoail ki place pa Umar ko hona chye,2,2024-09-29
Done,2,2024-10-25
Thanks,2,2024-08-14
Umar akmal in for sohail akhtar,2,2024-07-29
Still ?,2,2024-04-20
yes...,2,2024-10-16
Loin ko le ao,2,2024-08-27
Who is he ?,2,2025-01-07
Umar akmal back,2,2024-04-07
Seriously?,2,2025-01-30
Yes,2,2024-08-29
We will try our best to build greater team next time ... thanks for the support,2,2024-04-12
Delporte if he can should replace gulraiz or sohail akhtar. I dont know if someone can replace Mitchell.,2,2024-06-26
Replacement of whom ?,2,2024-03-02
replcamene of Mitchell...is ther any other bowler?,2,2024-11-20
Umer in for gulzar,2,2024-01-25
Are you serious?,2,2024-12-06
Umar Akmal (WK) Replace To Gulraiz Sadaf (WK) & Bilal Asif Replace To Yasir Shah,2,2025-01-13
Still?,2,2024-08-23
Umer Akmal in,2,2024-09-30
"Bring umer akmal instead of sohail akhtar ,and salman irshad on sohail.khan",2,2024-06-13
You still wana umer akmal ? After his rude attitude with captain,2,2024-11-03
What sohail is doing,2,2024-07-22
You are right,2,2024-10-13
Koi chance hai agay jane ka to btao please,2,2024-06-23
We are sorry but not so far hope we will win next year,2,2024-03-05
Koi faida ni phir baki match khelne ka,2,2024-05-24
Plz change team name nd logo,2,2025-01-07
Chaye hr session ma last number pr aye phir b ma Lahore qalanders ko support karoooooga come on qalanders go love you Baz mecullum,2,2024-11-24
Inshallah,2,2025-02-17
No,2,2024-02-21
No changes requireded...We are still Supporting you..#LQ #DamaDamMast,2,2024-04-30
no change,2,2024-07-05
No changes need gulzar ko neche play kariy,2,2024-02-02
Gulraiz 2 nai howa is se,2,2024-05-04
Yar free hit per short nai lagi is se,2,2024-04-15
Have qalandars any chance for come back?,2,2024-01-18
Noo,2,2025-03-20
Beta g hai,2,2024-04-01
Rahnay du Qalandaar,2,2024-06-07
Best of luck,2,2025-02-13
Koi shram koi haya koi ethics?,2,2024-03-20
hahahahhahahahhahahahahahhaha tab to is na dawod ibrahim ban jana tha,2,2024-08-30
Yaar... Lahore Pakistan ka dil aur Rana lahore ka dil,2,2025-01-14
Maryam,2,2024-02-14
Wk keeper kn ha,2,2024-05-17
Jo b ho umar akmal ko. Bhr kro,2,2024-05-26
Koi Baat Nahi Lekin Without Lahore There Is No Fun In PslBut ek baat btao k kya umar akmal Lahore wapis agya h mene laptop mangwana tha,2,2024-10-31
Sir cup nahee lota albata pakka hogaya hai,2,2024-06-16
Sir Ram din jesy Batsman hon gy to kabi nai jeten gy,2,2024-04-05
Remove selectors next time do u can win otherwise everything will remain same,2,2024-03-20
Junior teams announce for future Diamonds. Change your whole management & team. This management is White Elephant.,2,2024-07-29
Under consideration,2,2024-11-22
I appreciate your positive thinking.,2,2024-03-28
Next time esa nai ho ga,2,2024-08-02
InshaAllah,2,2025-01-05
Achay batsman chose karnay chahiyay lahore qalandar ko phir hi jeetay gi lahore qalandar,2,2024-12-10
plzzzz team ka name change karo lahore badshah rahka lo qalandar name bhuhta bari ha,2,2024-04-13
plzzzz team ka name change karo lahore badshah rahka lo qalandar name bhuhta bari ha,2,2024-02-20
Js r you right,2,2025-01-27
Insha Allah,2,2024-04-08
2 minutes silence for those peoples WHO thinks Psl matches are BoringWhat A thrilling matchLahore Qalandrs is heart Of PSL,2,2024-11-29
That will happen in psl 4' ,2,2025-03-08
Hahahaahhahaahhahhaha Match dekho zra hosh aey,2,2025-03-23
Ramdin k jaga u.akmal ko Lana chaye,2,2024-11-19
Kiun bhai? How can you justify it?,2,2025-03-05
In Sha Allah,2,2025-01-24
IN SHAA ALLAH,2,2025-02-06
Ab bhi harwa diya,2,2024-06-08
Ab say hoga saaf.....LQ ka staff...kya management kar rahee hai...,2,2024-06-07
bal faleo,2,2024-05-13
Farig farig ..... psl 4 ka man skty han,2,2025-01-12
Psl 4 maim done,2,2025-03-25
Psl 4 ma inhsllah ak match bi beat hwy begair jeety gi lahore ...,2,2024-03-02
yehi bat pechle 3 saal se sunte aay hain bro,2,2025-01-16
Saeee.....,2,2024-12-27
Impossible,2,2025-02-02
Nice dreem,2,2024-05-01
A Real Brave Rajpoot.,2,2024-05-16
kuch b ho banda pyar to karta hai ...... ab plyer hi ganday hon to wo kia karay,2,2024-03-11
Is ko sahi choona lag rha ha...,2,2024-05-14
Brave he ha... bc aisay team k sath lar rha ha sab se... hats off,2,2024-03-25
hahahahahahaha brave itna ye muhammad bin qasim,2,2024-10-22
The greatman,2,2025-03-03
legend Qalandar,2,2024-11-05
Are qalandars out of PSL??,2,2024-12-23
Will be tomorrow In Shaa Allah,2,2024-11-03
Abhi ni hue,2,2024-11-08
inshallah..,2,2024-04-28
SOut or not ??,2,2024-06-10
No,2,2024-07-12
6 match jete tou qualify krein ge,2,2024-08-18
Possible hai ya nhi??,2,2024-02-28
This was really shit performance,2,2024-06-24
InshallAh,2,2024-06-14
Mcculum ko rest de k fakhar ko charge do and put a solid batsman in replacement of mcculum devcich will b a Gud choice,2,2024-01-14
Hahhahha dil k behlanay ko......!!,2,2024-08-12
Still finger crossed!,2,2024-05-31
In shaa Allah,2,2024-10-25
Lahore lainec nam hona chahiye lahore ki teem ka Qalandar afzal name h log gali date hain jb teem hrti h,2,2024-09-11
Shutup yaar,2,2025-02-07
Yr joke pe hanste hi hen,2,2024-05-21
Exactly,2,2025-01-21
Axha,2,2024-08-23
Insha Allha,2,2024-08-22
Ye to hameaha bolte ho,2,2024-10-25
Shi kha Sab ne,2,2024-09-09
O lagdi Karachi di,2,2024-08-21
May be qalandar is qalandar,2,2025-01-07
Hope so,2,2024-02-13
Inshallah,2,2024-09-30
Chill man ab next ata hi rahay ga,2,2024-04-10
Allah kary,2,2024-07-27
Hope not out ,2,2024-03-18
Well played salman irshad keep it up,2,2024-09-03
We shall win inshallah,2,2024-12-16
Yar ni milta? Na miley. Java aap ko yar provide krta hai :P,2,2024-11-11
YarProvider ki class milay g :3 jitnay marzi yar nikalo,2,2025-02-05
ahm ahm :-D :-D,2,2024-11-28
Level- (y),2,2024-04-21
C++ will return its value with 0,2,2024-08-22
tu es sure apprend moi qua,2,2024-11-02
:D,2,2025-03-22
:D,2,2024-03-11
:p,2,2024-05-23
:D,2,2024-08-24
:D,2,2025-02-26
lol   :P,2,2025-02-13
hahahaha :D,2,2024-03-17
and trust me you are a reported exception that needs to be handled :D,2,2024-03-18
chaa gya larkay :3,2,2024-01-14
*think java* ,2,2024-11-05
:D,2,2024-08-20
sahi rya ain jawana... main kendaan 220 d speed te ja rya ain :D,2,2024-03-08
O.o :P beta finally to parent hai na :D hahahah dehan se after try catch chalna to finally he ne hai na :D lolxxx,2,2024-12-11
":""(",2,2025-01-02
:D :P,2,2025-02-09
:P,2,2024-12-07
lol,2,2025-02-20
>java programmer kia karay? :( pointer kahan se allocate kre :(,2,2024-11-22
. LOLLLLLLLLL.,2,2024-07-29
dangling :D hahaahaha i k9 :P,2,2024-04-02
safiya khan,2,2024-10-11
are talking about how we write in papers :p :D,2,2024-03-11
"NO! -,- in chat",2,2025-01-16
"okay
we write something like that in paper sir marked it as mistake
we say sir why this! this is void or int
sir say then you should write it complete :p :D",2,2024-01-31
"pta chal gaya hai ap ne mera cover dekh liya hai :p
ab pta nai ap ko passand aya hai ya ap mere RAVIAN hone se jealous ho :D :v",2,2024-01-23
aik programmer k jazbaat ko thais pohnchi...! :P,2,2024-01-19
:D,2,2024-04-11
haha.. :D,2,2024-06-15
:D,2,2025-02-12
J,2,2024-01-22
hahahaha .. Zain sir na ye kab kaha ??,2,2024-02-09
G,2,2025-01-22
bro Array ke bagair kch ho he nahi skta hai,2,2025-03-24
baat to vsy 100 % true hai :P,2,2024-01-16
Sir Making You Famous! ☺,2,2025-03-03
Bilkul Such hai,2,2024-06-07
Yeah :D,2,2024-04-07
Haha true :p,2,2024-09-12
yoo -_-,2,2025-03-24
aho :p,2,2024-07-25
hahahhahah lol :D,2,2025-03-12
Programmers never rest....:D,2,2024-06-06
:D,2,2024-10-14
:D,2,2024-01-19
this would have been u!! not the rest of the programmers!!!,2,2024-07-11
is it offensive? :D,2,2025-01-05
page h programmers ki baten aur cover hi nahi samajh saka? waqai me ap excel pe kam karne walay ho :D,2,2024-11-20
bhaii aap to asli valay programmer ho :D autograph den na...! :P,2,2025-01-13
:D magar bhai ek bat to confirm hogai k ap programmer nahi ho aur ye page chala rahy ho :D,2,2024-02-05
hahahahaha....... Hun anj di v gaal nia reh gyi,2,2024-07-04
yes right,2,2024-11-15
hahahahhahahahahaah,2,2024-02-08
feeling like Bjarne Stroustrup...:p,2,2024-11-30
Ay ki ji :P,2,2024-05-25
yeh C++ ka founder hy  :P,2,2025-03-17
kithyy??? :O,2,2024-01-12
:p,2,2025-01-25
Hahahahah,2,2024-03-02
:D,2,2024-06-06
and a little bit of #photoShoping,2,2024-11-25
bhai :v,2,2024-05-28
is this for real :o,2,2024-02-12
:p,2,2025-01-15
:D wa ga wa,2,2024-05-19
:D,2,2024-01-22
:O :D,2,2024-05-26
credits l...?? o.O,2,2024-01-30
han mene e ki thee ,2,2024-06-25
wahh g.. :D,2,2024-08-16
:D,2,2024-03-14
u shld like this page :D,2,2025-01-14
Hahahaha,2,2024-12-02
bhai ye check kero. Hmari bhabhi manager kaisa train krwati hai in logon ko 😂,2,2024-03-06
Men sikhaon? :P :v,2,2024-09-14
Basketball kon sa ata hy? :v,2,2025-02-04
Beenish Farooq M a champian footballer,2,2024-01-30
nice baaz vash,2,2024-10-01
Ayesha To Phd Phaddebaaz O_o,2,2025-03-11
Hahaha taubaaaa,2,2024-03-13
Awww hum log kitty achy han na ,2,2024-06-03
Us waqt ka socho jab Karachi final mai pindi boys k liye taliya bajegi ,2,2024-07-30
akhri matches me qalandrs bhi syany ho gae hain ,2,2024-11-12
Jo kabhi nahi howa ajj ho raha hay,2,2024-01-05
Han previous Waly mein ziyada stunning thi black outfit mein,2,2024-06-23
Is lye ub hm kahain to kia kahain :),2,2024-11-18
"ab to m nh rha, she supports Zalimi Peshawar",2,2024-09-12
Wow as ever  lakin mere ps bike ha .. let’s go for ride ..,2,2024-08-10
Woh kya sikhaata aur?,2,2025-03-13
Khuda ka waasta hai.,2,2024-01-20
Ab Leony na bun na tu. Leony dee peony.,2,2024-12-03
Meera Ji. sri devi ji. Aap nahi belong thheen karteen iss may.,2,2024-05-27
STAR tv zyaada dekh liya thha bachpan may. Aur kuchh nahi hua hai.,2,2024-08-19
"Tum Sri Devi nahi ho, na hee koi Meera Ji ho.",2,2024-10-26
Aap ko TV nay banaaya.,2,2024-11-25
Shabass thhooko.,2,2024-06-08
"Not to put her on screen. For roti, or kapra. Makaan. Pankhaa.",2,2024-11-27
Paani.,2,2024-01-07
"Quran pakro, wagah border toro, Sunny Leone ko kapray pehnao.",2,2024-03-31
hutiye,2,2024-03-02
Mene Kya kia baiii,2,2024-09-23
Merii jaisii frnds JBH ,2,2025-02-14
tery jaisay best frnds,2,2024-01-07
I mean karlo tum,2,2024-03-09
Ye kal rat event me hi scene hua.. A friend was like yr pic abi de do ,2,2024-08-23
Exactly!!!...jinnay lore ni takkiya jammaya nai,2,2024-06-07
s.m khilae gi kal. bday treat,2,2024-01-25
nubaikoha hadhaafa in thripple whopper eh,2,2025-01-09
Han or single log kia karty sirf khaty,2,2025-01-24
Yeh bolo ab yeh nhi hosktaa :p,2,2024-07-14
ye wala scene check kr :p,2,2024-05-20
yaar ,2,2024-02-29
Ye relation to eternal e,2,2024-09-18
Hahaha mje to ab ayi hai..lekin parhayi ki nahi 🤣,2,2025-01-24
